"Wish List (%1)","收藏夾 (%1)",module,Magento_AdvancedCheckout
Apply,應用,module,Magento_AdvancedCheckout
Configure,配置,module,Magento_AdvancedCheckout
"Add to Order by SKU",根據商品編號SKU新增到訂單,module,Magento_AdvancedCheckout
"Add to Order",新增到訂單,module,Magento_AdvancedCheckout
"Add Products to Order",將商品新增到訂單,module,Magento_AdvancedCheckout
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span> 商品可以關注。</span>",module,Magento_AdvancedCheckout
"Remove All",刪除所有,module,Magento_AdvancedCheckout
"Only %1%2%3 left in stock","倉庫中只餘有 %1%2%3",module,Magento_AdvancedCheckout
"You can buy up to %1 of these per purchase.","每次購買，您最多可以購買 %1。",module,Magento_AdvancedCheckout
"You must buy at least %1 of these per purchase.",每次購買，您必須購買至少%1。,module,Magento_AdvancedCheckout
"Specify the product's options.",指定的商品選項。,module,Magento_AdvancedCheckout
"Alert me when this item is available.",當商品可買時，請通知我。,module,Magento_AdvancedCheckout
"We can't find this customer.",我們無法找到這個顧客。,module,Magento_AdvancedCheckout
"Shopping cart management is disabled for this customer.",此顧客禁用購物車管理。,module,Magento_AdvancedCheckout
"We can't find this store.",我們無法找到這個商店。,module,Magento_AdvancedCheckout
Customers,客戶,module,Magento_AdvancedCheckout
"Shopping Cart",購物車,module,Magento_AdvancedCheckout
"Sorry, something went wrong. You can find out more in the error log.",抱歉，出問題了。你可以在錯誤日誌中找到更多的資訊。,module,Magento_AdvancedCheckout
"You do not have access to this.",你沒有許可權訪問這個頁面。,module,Magento_AdvancedCheckout
"Ordered item id is not received.",訂購的商品ID還沒有收到。,module,Magento_AdvancedCheckout
"Ordered item is not loaded.",訂購的商品沒有上架。,module,Magento_AdvancedCheckout
"Quote item id is not received.",報價商品ID還沒有收到。,module,Magento_AdvancedCheckout
"Quote item is not loaded.",報價商品沒有上架。,module,Magento_AdvancedCheckout
"The wish list item id is not received.",收藏夾列表商品ID沒有接受到。,module,Magento_AdvancedCheckout
"The wish list item is not loaded.",收藏夾商品沒有上架。,module,Magento_AdvancedCheckout
"An error has occurred. See error log for details.",出問題了。詳細資訊請查閱錯誤日誌。,module,Magento_AdvancedCheckout
"You cannot configure a product.",您不能配置這個商品。,module,Magento_AdvancedCheckout
"You removed the items.",您刪除的商品。,module,Magento_AdvancedCheckout
"You removed the item.",您已刪除了這個商品。,module,Magento_AdvancedCheckout
"You added %1 to your shopping cart.","您已新增 %1 到您的購物車",module,Magento_AdvancedCheckout
"You cannot add a product.",您不能新增商品。,module,Magento_AdvancedCheckout
"Order by SKU","按 SKU 編碼排序",module,Magento_AdvancedCheckout
"The SKU was not found in the catalog.","在目錄中找不到該商品編號 SKU。",module,Magento_AdvancedCheckout
"Availability: Out of stock.","庫存: 缺貨。",module,Magento_AdvancedCheckout
"We don't have as many of these as you want.",您想要的超出我們的存量。,module,Magento_AdvancedCheckout
"You can't add this many to your cart.",您新增的數量已經超出購物車,module,Magento_AdvancedCheckout
"You need to choose options for your item.",您需要為您的商品選擇選項。,module,Magento_AdvancedCheckout
"We can't add the item to your cart.",您不能新增此商品到您的購物車,module,Magento_AdvancedCheckout
"Please enter an actual number in the ""Qty"" field.","請在""數量""欄位中輸入的實際數字。",module,Magento_AdvancedCheckout
"This product is assigned to another website.",本商品已分配給另一個網站。,module,Magento_AdvancedCheckout
"You can add only enabled products.",您可以新增只啟用的商品。,module,Magento_AdvancedCheckout
"You cannot upload this file.",你無法上傳此檔案。,module,Magento_AdvancedCheckout
"The file is empty.",該檔案是空的。,module,Magento_AdvancedCheckout
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","您還沒有輸入商品的 SKU。請 <a href=""%1""> 單擊此處</a> 以新增商品的 SKU。",module,Magento_AdvancedCheckout
"You have not entered a product SKU.","您還沒有輸入商品的 SKU。",module,Magento_AdvancedCheckout
"We can't add a product to cart by id ""%1"".","不能新增id為 ""%1"" 的商品到購物車 。",module,Magento_AdvancedCheckout
"Something went wrong while reordering this product.",本商品的重新排序時，出了錯。,module,Magento_AdvancedCheckout
"We can't find this wish list.",我們找不到這個收藏夾。,module,Magento_AdvancedCheckout
"You added %1 product to your shopping cart.","%1 商品已經新增到您的購物車。",module,Magento_AdvancedCheckout
"You added %1 products to your shopping cart.","%1 商品已經新增到您的購物車。",module,Magento_AdvancedCheckout
"%1 product requires your attention.","%1 商品可以關注。",module,Magento_AdvancedCheckout
"%1 products require your attention.","%1 商品可以關注。",module,Magento_AdvancedCheckout
"Yes, for Specified Customer Groups",是的，針對指定的客戶群體,module,Magento_AdvancedCheckout
"Yes, for Everyone",是的，對所有人生效。,module,Magento_AdvancedCheckout
No,否,module,Magento_AdvancedCheckout
"The file is corrupt.",該檔案已損壞。,module,Magento_AdvancedCheckout
"Please upload the file in .csv format.","請上傳.csv 格式的檔案。",module,Magento_AdvancedCheckout
"%1 item(s) need your attention.","%1 項需要您的關注。",module,Magento_AdvancedCheckout
"Apply Coupon Code",適用的優惠券程式碼,module,Magento_AdvancedCheckout
"Remove Coupon Code",刪除優惠券程式碼,module,Magento_AdvancedCheckout
Remove,刪除,module,Magento_AdvancedCheckout
"The coupon code ""%1"" is not valid.","優惠券程式碼""%1""無效。",module,Magento_AdvancedCheckout
"Shopping Cart Items",購物車裡的商品,module,Magento_AdvancedCheckout
Qty,數量,module,Magento_AdvancedCheckout
Subtotal,小計,module,Magento_AdvancedCheckout
Discount,折扣,module,Magento_AdvancedCheckout
"Row Subtotal",行小計,module,Magento_AdvancedCheckout
Action,操作,module,Magento_AdvancedCheckout
"No ordered items",沒有訂購項,module,Magento_AdvancedCheckout
"Total %1 product(s)","總計%1 商品",module,Magento_AdvancedCheckout
Subtotal:,小計：,module,Magento_AdvancedCheckout
"Please select",請選擇,module,Magento_AdvancedCheckout
"Move to Wish List",移動到收藏夾,module,Magento_AdvancedCheckout
"No item specified.",無指定商品。,module,Magento_AdvancedCheckout
"Are you sure you want to remove this item?",你確定要刪除商品嗎？,module,Magento_AdvancedCheckout
"SKU number",SKU編號,module,Magento_AdvancedCheckout
"Upload File",上傳檔案,module,Magento_AdvancedCheckout
"Your csv file must include ""sku"" and ""qty"" columns.","您的 csv 檔案必須包括""sku""和""數量""列。",module,Magento_AdvancedCheckout
Reset,重置,module,Magento_AdvancedCheckout
SKU:,SKU：,module,Magento_AdvancedCheckout
"Only <span id=""%1_max_allowed"">%2</span> in stock","只有 <span id=""%1_max_allowed"">%2</span> 有貨",module,Magento_AdvancedCheckout
Item,商品,module,Magento_AdvancedCheckout
"See price before order confirmation.",確認訂單前顯示價格。,module,Magento_AdvancedCheckout
"What's this?",這是什麼？,module,Magento_AdvancedCheckout
"Incl. Tax",含稅,module,Magento_AdvancedCheckout
"Excl. Tax",不含稅,module,Magento_AdvancedCheckout
"Edit item parameters",修改引數,module,Magento_AdvancedCheckout
Edit,編輯,module,Magento_AdvancedCheckout
"Remove item",移除商品,module,Magento_AdvancedCheckout
"Products Requiring Attention",可以關注的商品,module,Magento_AdvancedCheckout
"Add to Cart",新增到購物車,module,Magento_AdvancedCheckout
Sku,Sku,module,Magento_AdvancedCheckout
File,檔案,module,Magento_AdvancedCheckout
"File extensions allowed: .csv",允許使用的檔案擴充套件型別：.csv,module,Magento_AdvancedCheckout
"Add Row",新增行,module,Magento_AdvancedCheckout
"Remove Row",刪除行,module,Magento_AdvancedCheckout
"Add Products By SKU",按SKU新增商品,module,Magento_AdvancedCheckout
"Shopping Cart Management",購物車管理,module,Magento_AdvancedCheckout
"View Shopping Cart",檢視購物車,module,Magento_AdvancedCheckout
"View and modify Shopping Cart",檢視和修改購物車,module,Magento_AdvancedCheckout
"Order by SKU Settings","按 SKU 設定順序",module,Magento_AdvancedCheckout
"Enable Order by SKU on My Account in Storefront","在店面我的賬號啟用 SKU排序",module,Magento_AdvancedCheckout
"Customer Groups",客戶組,module,Magento_AdvancedCheckout
"Apply Coupon",申請優惠券,module,Magento_AdvancedCheckout
"Order by SKU Description","按SKU 描述排序",module,Magento_AdvancedCheckout
"Display a Link to Loading a Spreadsheet",顯示載入電子表格的連結,module,Magento_AdvancedCheckout
"Defines whether a link to My Account &gt; Order by SKU page will be displayed on the widget","定義在元件上是否顯示我的賬戶頁面 &gt; 按SKU 排序的連結",module,Magento_AdvancedCheckout
"Link Text",連結文字,module,Magento_AdvancedCheckout
"The text of the link to the My Account &gt; Order by SKU page","我的賬戶頁面 &gt; 按SKU 排序的連結文字",module,Magento_AdvancedCheckout
"Load a list of SKUs","載入 SKU 的列表",module,Magento_AdvancedCheckout
"Order by SKU Template",按SKU排序的模板,module,Magento_AdvancedCheckout
"Please correct the data sent.",請更正傳送的資料。,module,Magento_AdvancedPricingImportExport
"Entity type model '%1' is not found","實體型模式必須是一個例項 \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","實體模型別型必須是例項 \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento_AdvancedPricingImportExport
"There are no product types available for export",沒有可以匯出的商品型別,module,Magento_AdvancedPricingImportExport
"%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface","類%1未實現\Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface",module,Magento_AdvancedRule
"Sales Rule",促銷規則,module,Magento_AdvancedSalesRule
"Index sales rule",索引促銷規則,module,Magento_AdvancedSalesRule
"Related Search Terms",相關搜尋關鍵詞,module,Magento_AdvancedSearch
"Add New Search Term",新增新的搜尋詞,module,Magento_AdvancedSearch
button_label,按鈕名稱,module,Magento_AdvancedSearch
"Missing search engine parameter.",丟失搜尋引擎引數,module,Magento_AdvancedSearch
"Successful! Test again?","成功! 再測試一遍？",module,Magento_AdvancedSearch
"Connection failed! Test again?","連線失敗! 再測試一遍？",module,Magento_AdvancedSearch
"Enable Search Recommendations",啟用搜尋建議,module,Magento_AdvancedSearch
"When you enable this option your site may slow down.",當您啟用此選項時您的站點響應可能變慢.,module,Magento_AdvancedSearch
"Search Recommendations Count",搜尋建議總數,module,Magento_AdvancedSearch
"Show Results Count for Each Recommendation",顯示每項搜尋建議的結果總數,module,Magento_AdvancedSearch
"Enable Search Suggestions",啟用搜尋建議,module,Magento_AdvancedSearch
"Search Suggestions Count",搜尋建議計數,module,Magento_AdvancedSearch
"Show Results Count for Each Suggestion",顯示每個建議的結果數,module,Magento_AdvancedSearch
ID,ID,module,Magento_AdvancedSearch
"Search Query",搜尋查詢,module,Magento_AdvancedSearch
Store,商店,module,Magento_AdvancedSearch
Results,結果,module,Magento_AdvancedSearch
Uses,使用,module,Magento_AdvancedSearch
"Redirect URL","重定向 URL",module,Magento_AdvancedSearch
"Suggested Term",建議的詞,module,Magento_AdvancedSearch
Yes,是,module,Magento_AdvancedSearch
No,否,module,Magento_AdvancedSearch
Action,操作,module,Magento_AdvancedSearch
Edit,編輯,module,Magento_AdvancedSearch
"RPC call failed, connection timed out after %time_out.","RPC 呼叫失敗，連線%time_out 後超時。",module,Magento_Amqp
"Message has been rejected: %1","訊息被拒絕: %1",module,Magento_Amqp
"Error while checking if topic is synchronous",檢查是否主題是否同步時出錯,module,Magento_Amqp
"Subscription status",訂閱狀態,module,Magento_Analytics
"Sorry, there has been an error processing your request. Please try again later.",抱歉，已處理您的請求時出錯。請稍後再試。,module,Magento_Analytics
"Sorry, there was an error processing your registration request to Magento Analytics. Please try again later.","抱歉，處理 Magento 分析您的註冊請求時出錯。請稍後再試。",module,Magento_Analytics
"Error occurred during postponement notification",推遲通知的過程中出錯,module,Magento_Analytics
"Command was not found.",命令未找到。,module,Magento_Analytics
"There was an error save new configuration value.",有儲存新的配置值時出錯。,module,Magento_Analytics
"Please select a vertical.","Please select a vertical.",module,Magento_Analytics
"--Please Select--","-- 請選擇 --",module,Magento_Analytics
"Cannot find predefined integration user!","Cannot find predefined integration user!",module,Magento_Analytics
TestMessage,測試訊息,module,Magento_Analytics
"Error message",錯誤訊息,module,Magento_Analytics
"Apps and Games",應用程式和遊戲,module,Magento_Analytics
"Athletic/Sporting Goods",體育/體育用品,module,Magento_Analytics
"Art and Design",藝術與設計,module,Magento_Analytics
"Free Tier","Free Tier",module,Magento_Analytics
"An error occurred while subscription process.",訂閱過程時出錯。,module,Magento_Analytics
Analytics,統計,module,Magento_Analytics
API,應用開發介面（API）,module,Magento_Analytics
Configuration,配置,module,Magento_Analytics
"BI Essential","BI Essential",module,Magento_Analytics
"Basic Tier","Basic Tier",module,Magento_Analytics
"BI Essentials","BI Essentials",module,Magento_Analytics
General,通用,module,Magento_Analytics
"Send the system and transaction data to Magento Analytics service","將系統和交易資料傳送到 Magento 分析服務",module,Magento_Analytics
Vertical,Vertical,module,Magento_Analytics
"Analytics Subscription",訂閱分析,module,Magento_Analytics
"Subscription Confirmation",訂閱確認,module,Magento_Analytics
Cancel,取消,module,Magento_Analytics
OK,確定,module,Magento_Analytics
"I agree with sending my system configuration and transaction data to Magento Analytics.","我同意將我的系統配置和交易資料傳送到 Magento 分析。",module,Magento_Analytics
Back,返回,module,Magento_AsynchronousOperations
Done,完成,module,Magento_AsynchronousOperations
Retry,重試,module,Magento_AsynchronousOperations
"'Action Details - #' .","' 操作詳情-#'。",module,Magento_AsynchronousOperations
"%1 item(s) have been scheduled for update.""","%1 項已定於更新。""",module,Magento_AsynchronousOperations
"Bulk Actions Log",批量操作日誌,module,Magento_AsynchronousOperations
"%1 item(s) are currently being updated.","目前正在更新的專案 （%1）。",module,Magento_AsynchronousOperations
"Task ""%1"":","""%1""的任務︰",module,Magento_AsynchronousOperations
"%1 item(s) have been scheduled for update.","%1 項已定於更新。",module,Magento_AsynchronousOperations
"%1 item(s) have been successfully updated.","%1 項已成功更新。",module,Magento_AsynchronousOperations
"%1 item(s) failed to update","%1 項更新失敗",module,Magento_AsynchronousOperations
Details,詳情,module,Magento_AsynchronousOperations
"View Details",檢視詳情,module,Magento_AsynchronousOperations
Dismiss,忽略,module,Magento_AsynchronousOperations
"Pending, in queue...",掛起，佇列中......,module,Magento_AsynchronousOperations
"%1 items selected for mass update","%1 項選擇大規模更新",module,Magento_AsynchronousOperations
", %1 successfully updated","，已成功更新 %1",module,Magento_AsynchronousOperations
", %1 failed to update",", %1 更新失敗",module,Magento_AsynchronousOperations
"Something went wrong.",出了點問題。,module,Magento_AsynchronousOperations
"Action Log",操作日誌,module,Magento_AsynchronousOperations
"Bulk Actions",批量操作,module,Magento_AsynchronousOperations
"Days Saved in Log","Days Saved in Log",module,Magento_AsynchronousOperations
"Description of Operation",操作說明,module,Magento_AsynchronousOperations
Summary,摘要,module,Magento_AsynchronousOperations
"Start Time",開始時間,module,Magento_AsynchronousOperations
"Items to Retry",專案以重試,module,Magento_AsynchronousOperations
"To retry, select the items and click “Retry”.","要重試，請選中該專案並單擊""重試""。",module,Magento_AsynchronousOperations
"Items That Can’t Be Updated.",不能更新的專案。,module,Magento_AsynchronousOperations
ID,ID,module,Magento_AsynchronousOperations
Status,狀態,module,Magento_AsynchronousOperations
Action,操作,module,Magento_AsynchronousOperations
"Meta Information","Meta 資訊",module,Magento_AsynchronousOperations
Error,錯誤,module,Magento_AsynchronousOperations
"Dismiss All Completed Tasks",關閉所有已完成的任務,module,Magento_AsynchronousOperations
"Action Details - #","操作詳情 - #",module,Magento_AsynchronousOperations
"Number of Records Affected",受影響的記錄數,module,Magento_AsynchronousOperations
"We can't find the role for the user you wanted.","出了錯，同時編制允許的資源列表。 “”你可以找到更多的例外日誌。",module,Magento_Authorization
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.",編譯允許資源列表時出錯。可以從異常日誌查詢更多可用資訊。,module,Magento_Authorization
"You created the order.",您已建立的訂單。,module,Magento_Authorizenet
"Order saving error: %1","訂單儲存錯誤: %1",module,Magento_Authorizenet
"Please choose a payment method.",請選擇支付方式,module,Magento_Authorizenet
"We can't process your order right now. Please try again later.",商戶郵件,module,Magento_Authorizenet
"An error occurred on the server. Please try to place the order again.","An error occurred on the server. Please try to place the order again.",module,Magento_Authorizenet
"Credit Card: xxxx-%1",信用卡：xxxx-%1,module,Magento_Authorizenet
"amount %1","金額 %1",module,Magento_Authorizenet
failed.,失敗。,module,Magento_Authorizenet
successful.,成功。,module,Magento_Authorizenet
"Authorize.Net Transaction ID %1.","Authorize.Net 交易記錄 ID %1。",module,Magento_Authorizenet
authorize,授權,module,Magento_Authorizenet
"authorize and capture",授權和獲取,module,Magento_Authorizenet
capture,獲取,module,Magento_Authorizenet
refund,退款,module,Magento_Authorizenet
void,無效,module,Magento_Authorizenet
"Gateway error: %1","閘道器錯誤: %1",module,Magento_Authorizenet
"Something went wrong in the payment gateway.",支付閘道器出錯。,module,Magento_Authorizenet
"Invalid amount for capture.",獲取的金額無效。,module,Magento_Authorizenet
"Payment capturing error.",付款時出錯。,module,Magento_Authorizenet
"Invalid transaction ID.",無效交易id。,module,Magento_Authorizenet
"Payment voiding error.",付款無效時出錯。,module,Magento_Authorizenet
"Invalid amount for refund.",退款金額無效。,module,Magento_Authorizenet
"Payment refunding error.",退款出錯。,module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.",該交易被拒絕，因為響應hash驗證失敗。,module,Magento_Authorizenet
"This payment didn't work out because we can't find this order.",這筆款項並不奏效，因為我們找不到此命令。,module,Magento_Authorizenet
"There was a payment authorization error.",出現了一個付款授權錯誤。,module,Magento_Authorizenet
"Please enter a transaction ID to authorize this payment.",請輸入要授權這筆付款的交易ID。,module,Magento_Authorizenet
"Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.","什麼地方出毛病: 已付的金額不匹配的訂單額。請更正此錯誤，然後重試。",module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","交易 %1 已被批准。金額為 %2。交易記錄的狀態是""%3""",module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","交易 %1 已作廢或拒絕。交易記錄的狀態是""%2""。金額為 %3。",module,Magento_Authorizenet
"Authorize Only",僅供授權,module,Magento_Authorizenet
"Authorize and Capture",授權和獲取,module,Magento_Authorizenet
"Unable to get transaction details. Try again later.",無法獲取交易記錄詳細資訊。稍後再試。,module,Magento_Authorizenet
"Credit Card Type",信用卡型別,module,Magento_Authorizenet
"Please Select",請選擇,module,Magento_Authorizenet
"Credit Card Number",信用卡卡號,module,Magento_Authorizenet
"Expiration Date",過期日期,module,Magento_Authorizenet
"Card Verification Number",信用卡驗證號碼,module,Magento_Authorizenet
"Fraud Detection",欺詐檢測,module,Magento_Authorizenet
"FDS Filter Action","欺詐檢測服務FDS 篩選器操作",module,Magento_Authorizenet
"AVS Response","地址驗證服務AVS 響應",module,Magento_Authorizenet
"Card Code Response",卡碼響應,module,Magento_Authorizenet
"CAVV Response","信用卡驗證碼CAVV 響應",module,Magento_Authorizenet
"Fraud Filters",欺詐行為過濾器,module,Magento_Authorizenet
"Place Order",下訂單,module,Magento_Authorizenet
"Sorry, but something went wrong. Please contact the seller.","Sorry, but something went wrong. Please contact the seller.",module,Magento_Authorizenet
"Authorize.net Direct Post","Authorize.net 直接付款",module,Magento_Authorizenet
Enabled,啟用,module,Magento_Authorizenet
"Payment Action",支付行為,module,Magento_Authorizenet
Title,標題,module,Magento_Authorizenet
"API Login ID","API 登入 Id",module,Magento_Authorizenet
"Transaction Key",交易金鑰,module,Magento_Authorizenet
"Merchant MD5",商家的MD5雜湊值,module,Magento_Authorizenet
"New Order Status",新訂單狀態,module,Magento_Authorizenet
"Test Mode",測試模式,module,Magento_Authorizenet
"Gateway URL",閘道器網址URL,module,Magento_Authorizenet
"Transaction Details URL","交易明細 URL",module,Magento_Authorizenet
"Accepted Currency",接受貨幣,module,Magento_Authorizenet
Debug,除錯,module,Magento_Authorizenet
"Email Customer",電子郵件客戶,module,Magento_Authorizenet
"Merchant's Email",商家的電子郵件,module,Magento_Authorizenet
"Credit Card Types",信用卡型別,module,Magento_Authorizenet
"Credit Card Verification",信用卡驗證,module,Magento_Authorizenet
"Payment from Applicable Countries",來自特定國家的付款,module,Magento_Authorizenet
"Payment from Specific Countries",來自指定國家的付款,module,Magento_Authorizenet
"Minimum Order Total",最小訂單合計,module,Magento_Authorizenet
"Maximum Order Total",最大訂單合計,module,Magento_Authorizenet
"Sort Order",排序,module,Magento_Authorizenet
"Invalid Form Key. Please refresh the page.",無效的表單金鑰。請重新整理此頁面。,module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.",您輸入了無效的金鑰。請重新整理此頁面。,module,Magento_Backend
"Cache Storage Management",快取儲存管理,module,Magento_Backend
"Flush Magento Cache","重新整理 Magento 快取",module,Magento_Backend
"The cache storage may contain additional data. Are you sure that you want to flush it?",快取儲存可能包含其他資料。你確定要重新整理它?,module,Magento_Backend
"Flush Cache Storage",重新整理快取儲存,module,Magento_Backend
Invalidated,無效,module,Magento_Backend
Orders,訂單,module,Magento_Backend
Amounts,金額,module,Magento_Backend
Bestsellers,暢銷品,module,Magento_Backend
